N,P,K,temperature,humidity,ph,rainfall,label
16.8,60.1,14.2,26.31,73.75,6.88,38.49,lentil
7.7,68.2,13.0,24.0,81.62,6.89,56.66,lentil
24.4,56.3,10.5,19.37,61.15,7.17,53.43,lentil
22.0,53.8,21.9,25.48,64.88,7.14,41.16,lentil
12.0,70.9,16.8,26.5,60.67,6.81,49.98,lentil
16.6,64.9,30.7,22.2,64.02,6.93,50.3,lentil
25.3,69.6,15.0,27.5,76.26,6.75,51.14,lentil
24.8,67.9,15.3,19.0,53.24,6.31,32.45,lentil
22.8,60.2,16.7,19.52,57.11,7.0,54.05,lentil
18.3,67.6,20.0,24.41,75.02,7.66,41.44,lentil
19.3,58.1,17.1,24.08,72.16,6.55,43.14,lentil
18.5,79.1,21.4,21.85,61.09,6.59,67.1,lentil
23.5,57.2,15.1,26.43,70.84,6.55,48.41,lentil
15.5,66.4,13.5,25.59,66.73,7.19,42.91,lentil
15.8,59.7,11.8,26.57,76.0,7.08,28.36,lentil
23.0,72.6,10.1,23.63,64.6,6.84,57.12,lentil
18.8,65.3,16.9,25.81,72.21,6.53,35.24,lentil
24.5,63.9,17.8,22.66,85.14,6.94,37.97,lentil
16.3,74.8,16.5,30.16,68.78,6.27,43.35,lentil
18.8,68.2,24.0,21.56,64.39,6.96,57.33,lentil
15.3,72.1,23.9,30.32,69.78,7.25,52.19,lentil
19.0,60.1,17.7,24.1,61.08,6.4,44.74,lentil
13.1,56.8,11.8,19.87,83.1,6.29,48.47,lentil
17.0,68.9,16.7,28.1,65.44,7.53,41.2,lentil
13.3,65.4,16.6,24.38,61.82,6.66,47.12,lentil
21.8,73.0,16.4,26.55,57.31,7.35,46.59,lentil
21.9,67.4,16.2,27.67,72.78,6.84,53.75,lentil
12.1,69.6,16.4,25.01,70.94,6.84,53.74,lentil
24.3,55.0,17.5,22.22,60.02,7.08,49.95,lentil
29.0,83.1,16.5,26.93,68.61,6.55,43.1,lentil
19.2,66.7,19.8,24.0,51.93,6.95,51.93,lentil
16.4,73.6,20.4,26.06,65.48,6.75,45.26,lentil
30.3,61.3,15.4,17.54,67.62,6.37,37.34,lentil
13.7,70.5,24.1,25.34,77.66,7.03,42.77,lentil
19.1,57.6,15.1,22.08,57.83,6.79,46.68,lentil
19.7,71.6,12.5,28.96,53.77,6.84,53.28,lentil
24.4,65.2,20.5,25.87,56.84,6.42,44.53,lentil
20.4,68.2,15.7,24.72,53.31,7.54,36.33,lentil
17.0,73.6,20.3,25.46,74.69,7.25,46.45,lentil
15.2,58.1,9.4,21.0,76.39,7.29,46.91,lentil
17.6,62.5,24.6,28.87,66.56,6.78,47.49,lentil
15.0,71.7,21.7,29.97,73.77,6.21,53.36,lentil
19.2,84.8,13.0,25.18,65.07,7.68,54.15,lentil
16.7,66.9,13.1,28.77,63.24,6.88,41.25,lentil
13.0,72.7,25.7,22.29,61.34,6.6,41.07,lentil
24.0,67.1,16.1,21.61,61.52,7.07,37.68,lentil
17.0,83.5,15.7,24.12,51.62,7.37,51.59,lentil
13.9,54.0,9.9,25.3,66.11,6.89,57.59,lentil
18.3,68.8,17.6,22.82,63.68,7.41,43.48,lentil
19.3,55.0,18.1,25.61,69.96,7.33,44.07,lentil
12.0,47.9,21.9,24.92,64.75,6.47,57.73,lentil
20.3,70.4,13.4,21.01,62.7,6.63,50.04,lentil
14.8,69.1,12.9,25.56,57.03,7.28,49.49,lentil
25.8,65.7,20.8,26.59,64.58,5.81,36.47,lentil
21.1,67.2,23.0,24.51,69.91,6.84,51.43,lentil
17.4,92.8,12.7,27.46,54.85,6.33,38.57,lentil
16.0,65.9,23.3,20.35,64.7,6.71,36.93,lentil
18.6,72.1,19.2,25.4,65.86,6.78,43.23,lentil
21.5,62.8,23.4,20.49,58.26,6.76,41.31,lentil
18.1,20.3,46.1,18.13,94.76,6.02,118.36,pomegranate
13.2,15.7,33.9,22.18,89.41,6.04,107.66,pomegranate
22.8,17.5,42.2,24.74,81.12,5.46,112.07,pomegranate
23.5,21.0,33.1,23.27,84.4,7.07,101.41,pomegranate
11.2,21.1,45.3,21.82,89.0,6.05,102.59,pomegranate
22.9,24.3,38.7,16.9,85.35,6.35,110.45,pomegranate
15.8,18.7,46.3,19.57,88.35,6.04,93.03,pomegranate
22.4,20.2,42.5,22.56,90.13,6.68,102.7,pomegranate
18.7,17.2,33.9,19.64,95.85,6.25,96.68,pomegranate
19.1,19.7,47.1,22.61,88.84,5.88,96.31,pomegranate
18.3,20.8,47.8,24.05,94.29,6.58,81.68,pomegranate
23.8,18.6,44.4,24.89,95.72,5.83,123.07,pomegranate
14.0,11.8,36.2,18.32,95.74,6.07,98.76,pomegranate
21.4,20.3,38.5,28.59,91.14,5.56,120.96,pomegranate
23.4,20.5,40.7,24.3,82.15,5.83,119.83,pomegranate
21.9,16.3,36.5,21.99,91.84,6.47,91.57,pomegranate
28.3,13.9,48.5,25.27,94.19,5.61,93.94,pomegranate
16.9,24.9,40.7,29.1,89.68,5.81,137.73,pomegranate
22.8,21.0,26.5,17.68,96.98,6.4,128.01,pomegranate
18.6,18.1,41.7,21.32,93.44,6.18,106.62,pomegranate
23.9,14.5,38.3,14.86,92.27,7.2,110.09,pomegranate
19.0,15.7,39.6,22.58,94.35,7.13,99.43,pomegranate
17.4,24.2,38.2,23.1,91.33,6.05,112.19,pomegranate
24.2,19.6,44.0,21.88,80.03,6.62,98.39,pomegranate
17.0,16.8,45.6,20.04,88.0,6.7,82.61,pomegranate
13.3,21.0,41.4,15.85,94.79,6.16,91.14,pomegranate
16.9,15.7,38.3,23.12,86.77,5.8,107.25,pomegranate
21.5,25.0,39.8,26.37,89.11,6.4,93.43,pomegranate
24.6,24.4,40.1,20.23,85.82,6.33,106.19,pomegranate
19.4,17.1,36.0,23.32,97.14,6.23,94.1,pomegranate
24.3,16.5,42.9,17.3,96.73,6.58,97.61,pomegranate
13.6,8.5,42.3,23.37,86.46,6.1,117.24,pomegranate
17.2,13.1,47.7,20.82,90.59,5.94,109.97,pomegranate
17.8,13.6,46.3,19.71,87.28,6.44,106.88,pomegranate
18.5,19.5,36.6,19.72,92.46,6.55,117.55,pomegranate
19.3,17.7,44.1,20.82,92.04,5.93,112.77,pomegranate
21.8,13.6,35.2,23.15,93.25,6.77,124.36,pomegranate
17.2,17.9,43.5,18.06,91.33,5.69,101.48,pomegranate
19.6,21.0,37.4,20.81,100.0,6.17,101.84,pomegranate
18.8,21.1,34.9,21.88,85.89,6.3,91.39,pomegranate
15.3,11.4,41.4,18.7,83.16,6.15,101.85,pomegranate
18.5,18.5,26.6,27.39,88.43,6.17,118.58,pomegranate
18.4,13.5,31.2,19.44,83.73,7.15,122.6,pomegranate
18.3,22.6,39.1,19.99,84.03,6.06,118.52,pomegranate
19.1,22.1,40.4,19.07,85.99,7.38,85.47,pomegranate
19.3,15.4,38.2,27.4,86.31,6.57,120.0,pomegranate
17.3,15.9,32.1,23.66,86.18,6.44,84.94,pomegranate
24.1,17.2,35.9,19.19,92.07,6.59,117.78,pomegranate
14.3,10.0,42.0,25.32,87.98,7.41,102.59,pomegranate
16.1,20.3,42.9,22.6,89.28,6.0,115.43,pomegranate
30.1,17.9,39.9,22.77,93.58,5.95,91.01,pomegranate
14.8,22.9,45.8,20.97,86.93,6.1,121.05,pomegranate
13.6,14.6,42.0,19.75,88.94,6.41,89.42,pomegranate
21.9,16.5,36.3,23.01,91.46,5.71,98.98,pomegranate
10.7,13.0,38.6,20.36,82.23,6.41,95.02,pomegranate
18.1,15.0,33.0,27.45,80.46,7.08,85.95,pomegranate
27.6,14.3,39.5,18.19,91.38,6.46,108.13,pomegranate
12.8,23.0,45.6,26.61,91.97,6.28,128.67,pomegranate
11.1,16.2,43.4,21.67,98.26,6.15,139.0,pomegranate
13.0,19.5,47.0,22.9,90.63,6.76,108.17,pomegranate
22.6,17.5,38.5,24.5,93.28,6.07,120.4,pomegranate
23.5,13.9,46.7,20.11,89.22,7.14,109.79,pomegranate
16.9,18.3,39.0,24.59,91.19,7.17,112.99,pomegranate
21.7,21.4,47.4,13.88,96.67,6.5,102.89,pomegranate
24.6,14.2,39.9,19.84,81.5,6.4,109.34,pomegranate
26.1,22.2,43.5,19.23,91.65,6.81,113.45,pomegranate
18.0,15.6,47.4,18.24,98.54,6.84,100.06,pomegranate
9.8,17.1,39.0,21.36,91.13,6.08,106.07,pomegranate
15.7,21.1,41.1,23.16,96.6,6.19,106.3,pomegranate
17.3,16.3,46.4,24.11,87.48,5.87,116.92,pomegranate
18.0,19.2,39.3,22.72,89.87,6.56,94.21,pomegranate
18.2,17.7,33.4,20.0,90.13,6.67,106.38,pomegranate
23.5,19.5,50.7,23.11,81.13,5.86,129.94,pomegranate
24.1,9.5,37.7,22.37,85.33,6.22,120.97,pomegranate
18.3,11.7,40.8,24.81,85.61,5.86,123.19,pomegranate
23.4,21.5,45.8,24.33,93.29,6.04,107.29,pomegranate
20.4,23.1,37.0,22.09,93.49,6.62,110.85,pomegranate
19.3,15.4,35.0,19.31,91.3,6.11,119.03,pomegranate
22.6,18.0,41.3,20.04,93.3,6.28,125.72,pomegranate
19.3,20.2,31.0,20.35,89.34,5.75,83.58,pomegranate
27.2,21.8,38.6,21.05,94.81,6.47,91.21,pomegranate
13.2,10.9,41.2,22.8,90.04,6.38,122.71,pomegranate
16.9,15.5,38.7,24.15,90.23,6.11,103.68,pomegranate
18.5,17.7,32.3,21.85,88.94,6.32,98.94,pomegranate
20.8,21.8,48.0,22.05,92.74,6.47,91.95,pomegranate
24.1,29.0,40.5,22.43,88.32,6.07,100.34,pomegranate
18.9,18.1,47.2,20.45,93.91,5.81,90.17,pomegranate
13.3,13.4,38.7,19.22,85.47,7.12,132.09,pomegranate
22.4,20.6,35.6,16.73,85.6,6.15,106.73,pomegranate
22.0,24.3,41.3,19.91,92.75,6.36,106.3,pomegranate
11.2,19.4,38.9,23.42,89.65,6.8,114.06,pomegranate
19.0,15.4,34.1,19.89,88.18,7.81,118.55,pomegranate
12.6,22.8,47.3,21.29,93.56,5.9,118.35,pomegranate
16.3,21.7,36.9,23.4,87.57,6.58,119.88,pomegranate
15.4,14.9,30.8,23.56,89.2,6.12,99.43,pomegranate
22.2,20.5,46.6,18.76,95.6,6.18,103.43,pomegranate
19.5,23.0,37.5,24.99,96.16,6.11,116.23,pomegranate
13.9,23.7,37.0,25.38,96.29,5.95,100.67,pomegranate
22.5,18.7,31.2,18.61,88.87,6.38,106.94,pomegranate
13.3,17.6,48.7,19.53,94.92,5.81,111.79,pomegranate
109.4,80.2,50.8,25.68,77.48,6.69,103.45,banana
78.7,81.0,50.4,25.97,82.3,6.05,98.89,banana
108.6,82.8,54.9,26.09,79.56,6.3,110.82,banana
97.2,79.6,44.9,27.68,79.26,6.04,94.81,banana
108.5,87.1,39.5,27.91,76.91,5.73,108.67,banana
109.3,78.9,50.9,20.91,86.66,5.1,96.22,banana
119.3,66.5,51.7,29.04,78.5,6.08,94.23,banana
116.2,80.8,58.9,29.87,82.8,5.69,97.35,banana
116.2,63.1,42.4,24.9,72.5,5.68,100.5,banana
117.3,84.8,56.9,25.06,84.72,5.8,104.41,banana
103.5,74.2,64.2,26.1,84.21,6.7,107.83,banana
100.4,83.3,47.7,25.49,80.39,6.96,60.74,banana
110.5,92.5,42.3,27.45,79.09,6.09,95.31,banana
108.8,74.4,47.6,23.11,81.6,5.81,100.3,banana
96.3,90.5,50.1,24.76,89.16,5.53,123.06,banana
104.9,78.5,53.4,30.08,72.95,6.19,92.04,banana
99.6,96.0,46.5,25.14,83.13,6.71,106.95,banana
89.8,79.1,59.3,29.49,76.35,5.9,122.94,banana
115.5,75.3,43.3,27.71,79.92,5.05,89.24,banana
100.7,87.5,39.6,23.38,79.01,6.27,109.73,banana
124.6,78.5,56.6,28.27,78.29,6.39,95.37,banana
80.5,75.3,36.4,26.76,79.96,5.37,98.94,banana
93.3,78.2,48.8,26.09,75.46,6.07,95.36,banana
100.4,81.6,68.7,27.49,84.12,6.18,96.22,banana
113.6,92.7,49.9,27.95,72.82,5.97,137.66,banana
104.8,66.5,43.3,28.42,82.16,5.68,115.13,banana
103.7,82.2,49.7,29.36,78.69,6.41,118.22,banana
86.5,87.0,49.7,27.82,75.32,5.84,110.9,banana
86.1,83.5,51.0,24.25,80.81,5.41,85.72,banana
103.9,92.5,54.0,26.05,73.77,5.18,109.74,banana
83.6,81.4,43.8,32.89,80.16,6.5,117.88,banana
93.6,80.5,60.1,28.45,74.31,6.25,94.76,banana
106.0,86.7,51.5,31.74,81.85,6.04,116.58,banana
88.2,82.8,54.4,29.79,76.3,5.82,113.45,banana
119.3,78.9,46.2,27.48,78.2,5.79,127.22,banana
114.7,86.1,57.7,27.6,81.18,5.57,99.99,banana
81.1,76.8,48.5,26.93,76.91,5.83,91.83,banana
88.8,77.1,51.7,23.52,79.77,5.15,100.66,banana
72.6,77.8,44.4,27.04,73.94,5.71,122.23,banana
90.6,92.8,44.0,29.42,82.52,5.88,83.06,banana
109.2,56.2,54.1,25.8,87.06,6.24,80.18,banana
95.0,85.2,47.3,27.82,91.17,5.98,106.07,banana
105.5,82.3,44.9,28.7,80.36,6.32,99.69,banana
81.7,68.6,46.1,25.18,83.15,6.54,105.09,banana
109.6,84.5,54.2,26.1,72.88,6.42,116.34,banana
93.3,85.8,46.2,24.96,86.01,6.19,98.37,banana
100.1,86.7,49.3,25.36,83.1,6.0,82.52,banana
98.9,60.8,50.1,24.42,78.06,5.61,129.53,banana
84.7,92.9,38.5,25.2,84.95,6.3,93.03,banana
86.2,76.1,41.2,29.84,78.98,6.67,92.29,banana
111.6,87.5,52.0,25.17,78.17,6.14,118.24,banana
104.8,87.9,45.6,27.25,81.9,6.77,100.39,banana
112.6,75.0,56.3,25.99,75.75,5.39,104.24,banana
103.9,87.3,55.8,29.36,84.09,5.54,110.79,banana
101.7,78.9,54.3,29.62,75.78,6.34,118.0,banana
79.3,65.4,60.9,28.73,75.8,6.11,101.0,banana
96.8,91.3,49.5,27.61,76.36,6.53,123.24,banana
99.7,75.8,53.9,26.54,83.04,5.99,79.37,banana
123.4,75.2,46.5,24.62,77.53,5.65,114.12,banana
108.2,78.8,64.7,30.89,74.61,5.91,94.93,banana
118.4,84.2,61.9,25.48,77.58,5.39,121.47,banana
107.2,81.5,50.1,28.33,79.87,5.55,106.7,banana
91.5,86.4,52.3,29.12,75.28,6.39,96.93,banana
101.4,71.3,58.2,25.89,75.39,6.35,112.95,banana
102.8,76.1,49.1,29.08,88.45,6.15,115.72,banana
88.7,81.1,46.1,28.53,76.56,5.31,112.7,banana
95.4,97.2,55.2,30.46,78.71,5.86,92.64,banana
97.5,81.1,50.5,26.06,78.53,5.51,99.19,banana
119.3,90.7,51.1,24.43,78.31,6.47,104.95,banana
75.0,82.3,45.0,25.99,82.49,5.77,104.5,banana
114.5,78.1,39.7,27.42,83.79,5.57,114.0,banana
88.8,80.0,51.4,27.12,78.78,6.01,80.82,banana
83.5,80.7,55.4,26.21,75.05,5.74,109.01,banana
114.2,86.8,48.6,23.18,85.1,6.59,101.52,banana
108.8,93.0,58.6,27.94,79.62,5.71,94.94,banana
115.1,84.9,45.8,30.94,86.92,5.44,96.09,banana
109.6,91.5,43.7,27.93,71.02,5.14,102.43,banana
124.7,74.3,49.6,28.22,80.78,5.99,61.79,banana
106.7,78.7,49.5,28.14,87.67,5.78,96.58,banana
98.1,76.2,54.6,27.79,78.59,5.43,94.49,banana
104.1,84.5,45.4,28.86,79.1,6.48,111.39,banana
114.9,79.1,58.2,27.79,81.18,6.27,95.33,banana
90.6,87.8,61.8,26.37,77.76,5.99,102.42,banana
92.2,74.6,49.8,25.41,78.75,6.55,123.51,banana
96.3,82.3,57.5,26.5,78.65,6.27,116.93,banana
74.7,87.5,43.7,27.63,77.49,5.67,115.83,banana
101.7,65.5,56.5,26.37,84.92,5.58,99.0,banana
77.4,99.0,56.3,27.63,81.84,6.33,111.52,banana
100.6,79.7,55.2,27.88,81.0,6.16,102.19,banana
110.4,65.8,49.9,28.67,83.23,6.07,102.65,banana
94.3,83.3,32.3,29.57,78.94,5.66,109.92,banana
120.1,82.3,46.1,27.16,76.9,6.24,97.84,banana
82.5,81.3,46.2,24.38,77.59,5.7,122.92,banana
114.3,89.9,44.1,26.31,80.01,5.96,103.08,banana
108.1,88.0,50.7,27.09,75.76,6.58,112.42,banana
79.4,84.4,47.5,23.33,78.0,5.74,122.47,banana
132.5,85.6,45.1,29.78,77.94,5.37,117.38,banana
99.2,81.2,43.6,27.28,88.5,5.58,88.09,banana
89.5,96.2,45.7,27.76,68.9,6.4,110.34,banana
83.1,70.2,56.7,29.73,79.28,6.1,115.21,banana
24.5,22.8,22.6,30.9,35.62,4.27,112.45,mango
14.4,23.6,24.4,29.49,45.93,6.29,89.24,mango
16.7,23.0,31.9,30.48,47.12,5.58,86.34,mango
25.0,28.0,24.1,33.14,38.75,5.48,96.67,mango
16.2,26.2,35.6,34.83,43.06,5.64,104.98,mango
18.5,24.2,29.6,32.71,38.11,5.62,104.58,mango
27.9,29.1,30.4,31.31,49.77,6.04,77.91,mango
19.8,35.6,28.6,35.49,54.91,5.18,117.94,mango
16.4,35.2,33.9,30.06,56.64,5.37,87.31,mango
15.6,17.4,33.9,34.09,52.49,5.94,91.82,mango
21.7,29.9,31.7,30.14,44.22,6.05,84.17,mango
13.3,26.1,32.8,32.29,38.41,6.06,127.38,mango
18.8,27.8,28.9,30.66,39.46,5.49,97.9,mango
21.7,25.0,32.7,30.83,42.39,5.41,84.79,mango
26.5,27.6,28.3,29.87,44.67,5.6,105.37,mango
23.3,27.8,30.0,35.03,49.04,5.9,104.23,mango
16.4,24.1,28.6,28.8,43.92,6.39,92.75,mango
25.9,22.5,27.7,28.78,52.03,4.98,105.09,mango
18.5,24.8,26.6,37.36,48.61,5.71,85.1,mango
13.8,28.2,32.3,33.93,50.06,5.27,89.08,mango
19.1,30.0,36.6,23.84,56.84,5.14,70.88,mango
27.2,31.3,35.9,29.3,42.92,6.19,79.11,mango
20.8,24.5,23.7,25.56,52.51,6.02,116.69,mango
20.1,28.4,36.4,28.15,49.92,5.98,114.7,mango
28.2,31.8,28.4,21.58,48.0,6.17,95.79,mango
12.8,32.8,33.0,30.59,55.31,5.61,114.96,mango
13.6,26.7,25.5,27.57,55.27,5.63,93.08,mango
11.9,25.9,30.7,31.18,44.32,6.67,92.08,mango
21.9,28.0,31.6,26.12,48.91,5.7,95.68,mango
20.8,21.3,22.6,31.25,51.69,6.09,93.5,mango
27.7,26.0,33.0,29.76,48.36,5.8,92.42,mango
21.2,30.7,36.7,35.51,53.51,5.06,108.72,mango
18.0,30.2,29.1,35.23,51.69,4.98,96.8,mango
20.0,25.6,36.8,33.36,61.0,5.57,103.55,mango
20.6,28.1,29.1,30.02,40.82,6.22,107.38,mango
11.6,22.9,34.2,36.96,49.27,6.12,99.66,mango
33.6,30.5,18.9,26.34,44.55,6.17,83.36,mango
22.6,26.6,42.1,26.79,53.62,5.41,78.77,mango
21.1,25.6,37.5,30.75,40.3,6.45,96.79,mango
23.1,25.2,28.6,37.76,52.08,5.41,92.94,mango
23.5,26.7,20.1,30.39,46.22,5.89,96.05,mango
19.3,24.8,31.4,30.45,45.6,5.8,94.81,mango
16.8,30.3,22.8,26.67,41.32,5.73,126.0,mango
23.0,25.0,32.2,33.84,47.21,6.34,79.04,mango
21.9,35.0,32.1,33.86,56.51,5.52,71.12,mango
16.0,34.3,25.3,33.37,49.85,5.26,98.99,mango
27.1,22.5,35.6,29.11,53.77,5.81,90.48,mango
21.5,27.3,34.0,28.88,59.99,5.64,98.79,mango
23.6,23.7,34.9,27.12,51.58,7.15,102.01,mango
27.0,25.4,30.0,31.25,46.65,6.07,110.41,mango
20.1,37.0,22.9,27.76,52.8,5.64,76.91,mango
21.6,25.5,34.9,27.47,46.73,5.38,88.32,mango
24.1,28.8,28.6,29.73,46.97,5.05,100.15,mango
16.4,29.7,23.1,29.53,40.88,5.39,104.25,mango
20.3,22.0,36.8,29.39,55.56,5.85,121.32,mango
20.6,22.7,40.5,32.4,47.68,6.37,106.47,mango
15.2,21.0,29.8,31.24,51.09,6.25,94.32,mango
31.6,22.6,40.8,30.14,43.78,5.89,84.31,mango
13.0,12.7,30.5,31.55,52.62,5.67,88.23,mango
13.5,29.7,28.1,28.03,45.43,5.91,87.89,mango
26.6,37.3,26.8,31.32,49.15,5.59,102.86,mango
23.6,27.7,38.2,31.45,55.27,6.49,98.08,mango
14.9,19.9,26.1,26.49,54.74,5.72,79.12,mango
23.0,23.8,33.7,33.99,49.87,5.77,89.77,mango
27.3,24.7,27.2,28.36,39.39,4.91,105.53,mango
19.8,21.9,27.7,31.27,67.96,5.72,99.22,mango
33.0,31.3,35.2,34.49,60.48,6.13,101.82,mango
11.4,31.1,28.1,33.78,54.34,5.37,99.6,mango
23.5,21.2,28.0,31.1,45.48,5.5,114.52,mango
25.8,30.6,35.7,29.91,49.32,6.12,97.83,mango
24.5,34.6,38.0,33.84,46.74,5.21,90.37,mango
19.0,36.5,33.2,33.02,57.58,6.22,84.01,mango
18.5,41.3,26.7,29.14,51.58,5.59,98.0,mango
22.2,22.5,27.4,28.62,45.3,5.64,65.71,mango
24.1,41.1,30.4,24.78,47.18,5.35,92.79,mango
23.0,25.2,31.6,31.46,56.73,5.95,92.53,mango
25.2,24.0,25.1,30.75,59.6,6.78,78.63,mango
14.9,28.6,33.6,34.41,59.17,6.11,83.86,mango
18.9,24.1,30.4,32.08,54.54,5.45,104.72,mango
15.3,29.0,21.4,35.0,48.48,6.25,97.77,mango
18.1,20.4,25.4,28.91,30.55,5.67,96.22,mango
25.1,25.8,27.5,34.41,51.78,6.35,98.68,mango
20.5,33.4,29.6,29.41,49.99,6.12,96.11,mango
33.0,26.7,39.4,33.33,50.84,4.62,109.91,mango
21.0,27.7,31.2,26.62,50.32,5.4,96.48,mango
20.3,29.4,25.8,31.71,42.04,6.18,77.5,mango
20.5,32.9,31.1,25.05,53.34,5.86,114.56,mango
16.8,18.7,28.2,30.2,53.79,5.39,99.44,mango
19.7,29.9,31.6,32.32,54.09,5.55,87.93,mango
25.6,25.7,32.9,29.44,55.68,5.04,79.96,mango
20.6,27.8,36.0,27.85,53.62,5.76,99.75,mango
16.0,32.3,29.9,33.54,47.54,6.68,93.59,mango
15.4,21.0,38.2,30.69,49.57,6.12,113.89,mango
17.7,21.9,34.5,29.53,50.55,6.68,90.85,mango
20.4,17.3,26.5,31.13,50.65,6.15,84.95,mango
26.0,24.3,41.0,38.91,55.99,6.21,105.75,mango
13.3,33.7,31.6,34.46,53.86,6.59,106.1,mango
18.4,26.4,25.8,34.49,62.46,5.95,97.02,mango
20.7,20.3,38.3,32.31,63.24,5.73,103.12,mango
10.8,24.6,40.4,31.5,50.48,6.21,94.55,mango
24.2,150.0,196.2,30.37,78.74,5.95,76.65,grapes
28.8,127.5,192.4,21.65,77.39,6.09,79.73,grapes
26.1,150.0,210.0,18.23,83.99,5.61,73.99,grapes
22.2,129.4,204.2,26.55,84.54,6.06,49.58,grapes
29.8,118.3,206.1,30.98,83.6,5.83,67.45,grapes
11.2,128.9,210.0,26.65,73.94,5.69,57.44,grapes
33.3,142.5,185.8,24.82,78.53,6.29,66.97,grapes
14.5,123.6,210.0,25.64,81.88,5.38,78.8,grapes
19.9,126.0,174.9,29.66,83.95,6.23,72.05,grapes
22.8,137.9,192.3,20.5,85.07,6.27,80.48,grapes
22.3,132.0,195.4,23.55,82.58,5.65,72.42,grapes
28.0,137.8,205.8,22.19,83.32,5.67,56.02,grapes
17.7,134.4,202.2,19.33,82.34,5.91,43.79,grapes
24.3,136.8,198.3,22.69,84.74,6.11,70.49,grapes
20.1,127.7,199.9,28.43,83.25,5.94,66.86,grapes
24.5,134.3,190.2,26.27,82.26,6.17,59.23,grapes
22.7,122.7,185.0,26.58,80.93,6.71,51.99,grapes
23.5,144.9,207.3,24.59,82.33,5.8,61.65,grapes
20.3,125.7,206.9,26.09,83.94,5.31,67.06,grapes
20.4,143.3,210.0,20.8,83.07,6.33,75.66,grapes
24.4,129.7,192.1,22.76,83.52,6.67,70.89,grapes
27.7,134.0,206.9,24.77,87.37,6.16,85.08,grapes
20.0,127.1,197.2,25.11,83.06,5.56,58.64,grapes
18.7,121.8,210.0,25.28,79.4,5.95,77.81,grapes
26.1,114.6,210.0,23.45,85.53,5.55,69.47,grapes
22.8,121.4,202.1,22.49,76.54,6.26,75.95,grapes
27.2,128.8,196.6,36.63,77.67,5.46,64.63,grapes
18.5,134.1,209.6,27.63,83.34,5.88,79.72,grapes
14.1,142.1,206.5,25.65,84.07,5.6,71.95,grapes
20.3,127.5,193.2,23.07,77.02,6.05,62.21,grapes
19.2,123.2,186.7,22.2,80.47,5.85,68.88,grapes
22.6,117.6,197.1,23.48,79.58,6.07,66.6,grapes
19.8,136.8,210.0,25.17,80.05,6.01,73.89,grapes
26.7,145.8,210.0,16.48,85.77,5.61,57.2,grapes
21.6,144.7,188.9,17.72,84.83,6.25,68.71,grapes
23.8,139.1,188.3,21.45,81.92,5.98,72.95,grapes
23.8,138.4,210.0,24.83,79.82,5.6,69.33,grapes
24.0,149.0,188.6,23.04,76.6,6.9,82.47,grapes
22.9,135.3,205.1,29.91,87.68,6.19,76.74,grapes
25.6,138.5,193.8,18.07,84.37,5.94,68.93,grapes
19.0,128.8,210.0,20.99,79.17,6.57,71.17,grapes
30.0,118.4,192.3,30.08,84.88,6.74,71.96,grapes
21.8,125.2,210.0,24.52,81.72,5.94,73.03,grapes
16.4,131.9,201.8,27.54,80.85,6.14,50.74,grapes
23.9,132.6,202.5,32.2,83.74,5.6,65.98,grapes
18.7,150.0,180.3,21.22,79.03,5.94,54.16,grapes
26.3,132.8,178.0,23.6,80.62,5.92,81.78,grapes
34.0,143.8,197.8,22.91,82.49,6.07,68.39,grapes
19.1,127.6,202.5,16.18,80.0,6.13,67.07,grapes
24.7,128.9,188.7,22.76,84.68,6.22,77.97,grapes
14.2,118.7,189.1,27.52,89.48,6.1,73.22,grapes
25.3,124.6,205.6,26.16,78.98,5.52,57.71,grapes
18.6,137.3,205.6,26.48,75.34,5.62,68.29,grapes
19.9,132.1,198.6,22.5,73.99,5.78,65.65,grapes
17.5,141.4,207.8,21.38,81.4,5.89,51.55,grapes
26.7,133.8,188.3,29.08,79.35,6.42,62.1,grapes
28.0,128.5,196.4,22.01,82.83,5.53,67.16,grapes
23.1,150.0,210.0,25.18,82.53,5.86,67.85,grapes
18.7,131.1,200.7,24.65,75.59,6.38,54.18,grapes
30.9,143.6,201.3,29.85,74.74,5.88,80.52,grapes
19.2,128.0,210.0,27.89,83.18,6.18,67.98,grapes
12.2,139.1,186.0,18.82,82.54,5.94,69.38,grapes
25.3,141.3,208.0,19.25,80.3,6.1,73.01,grapes
17.5,134.1,210.0,26.32,75.37,5.91,61.12,grapes
27.9,108.5,196.8,23.74,83.89,6.27,73.56,grapes
21.1,132.2,208.6,22.18,87.09,5.38,65.33,grapes
26.0,144.3,190.2,28.06,83.11,5.85,60.03,grapes
30.0,137.3,193.1,24.75,78.61,6.12,74.73,grapes
17.0,136.5,203.8,24.21,82.18,6.21,83.92,grapes
20.2,114.8,208.0,27.12,76.54,6.6,76.25,grapes
22.6,124.8,210.0,22.5,86.23,5.84,78.23,grapes
30.7,136.1,210.0,30.27,82.33,6.59,63.79,grapes
19.7,136.1,199.3,20.85,74.93,5.74,53.02,grapes
20.0,144.1,210.0,26.63,80.8,6.53,83.9,grapes
25.4,130.6,196.6,29.74,83.85,6.33,89.55,grapes
20.1,136.1,209.0,18.49,80.67,5.63,84.43,grapes
23.8,132.2,202.1,22.63,80.9,6.12,65.64,grapes
